N,Iteration,Factor,IR
15,455,SMB,-0.10547807321167764
15,455,HML,0.27499834208122526
15,455,WML,-0.0491851995517689
15,456,MKT_RF,0.48654540432225396
15,456,SMB,0.14429111276666604
15,456,HML,0.47826117312003436
15,456,WML,0.09734297369596215
15,457,MKT_RF,0.593690575819474
15,457,SMB,-0.3122071976802632
15,457,HML,-0.11657108922930012
15,457,WML,0.15274515131923516
15,458,MKT_RF,0.468449284559129
15,458,SMB,-0.3724031995839959
15,458,HML,0.48736889217821283
15,458,WML,0.23830371498526215
15,459,MKT_RF,0.6332236731685523
15,459,SMB,-0.47741057221217575
15,459,HML,0.13458702806942274
15,459,WML,0.05898774419402065
15,460,MKT_RF,0.6335813075577068
15,460,SMB,0.27405098179463017
15,460,HML,-0.1831629492041123
15,460,WML,-0.5027467304220382
15,461,MKT_RF,0.4158813738325542
15,461,SMB,-0.08300881925412461
15,461,HML,0.3075250690503315
15,461,WML,0.11374085131244244
15,462,MKT_RF,0.5615067430595944
15,462,SMB,-0.463838612523158
15,462,HML,0.0989472252952381
15,462,WML,0.13816191249247728
15,463,MKT_RF,0.42467928939997196
15,463,SMB,-0.10817565366645907
15,463,HML,-0.06510188968380763
15,463,WML,-0.02523304113127295
15,464,MKT_RF,0.47283376724807186
15,464,SMB,-0.1561020433480617
15,464,HML,0.4087180899891873
15,464,WML,-0.013283227036314573
15,465,MKT_RF,0.311540190384381
15,465,SMB,-0.17453144386299627
15,465,HML,0.5683012816142695
15,465,WML,0.5138408156067532
15,466,MKT_RF,0.39528143164251106
15,466,SMB,0.16141195238130837
15,466,HML,0.3089137195853578
15,466,WML,0.39334227479194056
15,467,MKT_RF,0.7043715671905783
15,467,SMB,-0.6750245200444693
15,467,HML,-0.22389732164682127
15,467,WML,-0.0037845694061168487
15,468,MKT_RF,0.3637521707102669
15,468,SMB,0.1270122477924166
15,468,HML,0.3599398300892807
15,468,WML,0.14091233345065832
15,469,MKT_RF,0.44641338064909925
15,469,SMB,-0.08289699632938252
15,469,HML,0.09439627342778809
15,469,WML,0.1596417560967125
15,470,MKT_RF,0.5249396225946015
15,470,SMB,0.18185022975894294
15,470,HML,0.49721081743445156
15,470,WML,0.08376154752270346
15,471,MKT_RF,0.5685509481496128
15,471,SMB,-0.3645075169876013
15,471,HML,0.49668121763489304
15,471,WML,-0.05757992479943111
15,472,MKT_RF,0.32977931090496015
15,472,SMB,0.049132491889523726
15,472,HML,0.43164087178960875
15,472,WML,0.35834658016267
15,473,MKT_RF,0.7054481147683676
15,473,SMB,0.08658267557873217
15,473,HML,0.33454709959681544
15,473,WML,-0.21677747164894445
15,474,MKT_RF,0.512405781280834
15,474,SMB,-0.21973523310947907
15,474,HML,0.4012629987200039
15,474,WML,0.04618144781761998
15,475,MKT_RF,0.42054497831256815
15,475,SMB,-0.3028234824094979
15,475,HML,0.18544560869071686
15,475,WML,0.4914365879111564
15,476,MKT_RF,0.2534981884957401
15,476,SMB,-0.5626462526787062
15,476,HML,0.37166205989608836
15,476,WML,0.41145256488204485
15,477,MKT_RF,0.5958115800315686
15,477,SMB,-0.2683157432959894
15,477,HML,0.623826340830302
15,477,WML,-0.02870556320943772
15,478,MKT_RF,0.5193233685863553
15,478,SMB,-0.13038614324161574
15,478,HML,0.15695547356967185
15,478,WML,0.039532190343268374
15,479,MKT_RF,0.400620168665678
15,479,SMB,-0.3528863413797249
15,479,HML,0.00771759575529114
15,479,WML,0.41475977090802674
15,480,MKT_RF,0.3757707918743998
15,480,SMB,0.057994248126625805
15,480,HML,-0.05874452275081641
15,480,WML,0.09188961622470222
15,481,MKT_RF,0.1913557044122723
15,481,SMB,-0.27138137791454553
15,481,HML,0.4418806311334219
15,481,WML,0.8838555475724778
15,482,MKT_RF,0.4611869833233417
15,482,SMB,-0.3380553167868343
15,482,HML,0.46514790557614516
15,482,WML,0.3419227445097964
15,483,MKT_RF,0.491102560014696
15,483,SMB,-0.13091967632682255
15,483,HML,-0.0906596228535734
15,483,WML,0.14363576021084545
15,484,MKT_RF,0.2291214769866596
15,484,SMB,-0.1931546734913173
15,484,HML,0.32973349062177015
15,484,WML,0.3628281182865329
15,485,MKT_RF,0.6305371713190188
15,485,SMB,-0.3831141380126448
15,485,HML,0.1020401995023241
15,485,WML,0.2845292400467211
15,486,MKT_RF,0.36231547491677946
15,486,SMB,-0.3916662422054908
15,486,HML,0.15498779840758922
15,486,WML,0.2395026284261327
15,487,MKT_RF,0.5706547855094753
15,487,SMB,-0.16127383190725272
15,487,HML,0.216782841429821
15,487,WML,-0.017418904915791893
15,488,MKT_RF,0.15264680324584615
15,488,SMB,-0.08164556012761148
15,488,HML,0.5167448802570979
15,488,WML,0.6328398162593357
15,489,MKT_RF,0.4820679070698967
15,489,SMB,-0.3106395276725055
15,489,HML,-0.03364590679369204
15,489,WML,0.23133050886629403
15,490,MKT_RF,0.24340891280856436
15,490,SMB,-0.11751936369543821
15,490,HML,0.34851500608306957
15,490,WML,0.6665978091424163
15,491,MKT_RF,0.6265178020863156
15,491,SMB,-0.03306236214098378
15,491,HML,0.3251201483843404
15,491,WML,-0.1660740454000167
15,492,MKT_RF,0.3653932227953678
15,492,SMB,0.09786313331287262
15,492,HML,0.32703432484132333
15,492,WML,0.28927507624335047
15,493,MKT_RF,0.59442593767738
15,493,SMB,0.2279781725013707
15,493,HML,0.6838100377787235
15,493,WML,-0.24140395627996622
15,494,MKT_RF,0.3246795251954893
15,494,SMB,-0.06522879854392814
15,494,HML,0.7939459095918775
15,494,WML,0.19878057585291956
15,495,MKT_RF,0.4275057090988938
15,495,SMB,0.227285410750804
15,495,HML,0.41336077086672696
15,495,WML,0.290949747004003
15,496,MKT_RF,0.4033556339951557
15,496,SMB,-0.1853137149975711
15,496,HML,0.31301694387683493
15,496,WML,0.23408329628323152
15,497,MKT_RF,0.42150244466869685
15,497,SMB,-0.15279181789388666
15,497,HML,0.4003666143947622
15,497,WML,0.23052252753223032
15,498,MKT_RF,0.4364041027694481
15,498,SMB,-0.15128767934343185
15,498,HML,0.5464386060817576
15,498,WML,0.20293352817194943
15,499,MKT_RF,0.17750202706386553
15,499,SMB,0.10891752659134762
15,499,HML,0.22232204999328484
15,499,WML,0.6170668097493555
20,0,MKT_RF,0.25487749950222527
20,0,SMB,-0.32209784994893104
20,0,HML,0.43617748691143293
20,0,WML,0.2204525985201921
20,1,MKT_RF,0.3202272515050623
20,1,SMB,0.09562934757525232
20,1,HML,0.32376655844319496
20,1,WML,0.4502738141473023
20,2,MKT_RF,0.2861218337004023
20,2,SMB,0.12059554983775035
20,2,HML,0.6563009142632967
20,2,WML,0.5447690352022765
20,3,MKT_RF,0.3797336523663051
20,3,SMB,-0.24172543425822754
20,3,HML,0.37251893389680923
20,3,WML,0.6125041275528709
20,4,MKT_RF,0.42083840939501593
20,4,SMB,-0.4982734807625246
20,4,HML,-0.1664924644990705
20,4,WML,0.16448800770370287
20,5,MKT_RF,0.5384956493200529
20,5,SMB,-0.6723500123427237
20,5,HML,0.14991636502770386
20,5,WML,0.12874277296956094
20,6,MKT_RF,0.4477927574547718
20,6,SMB,-0.2450675661205567
20,6,HML,0.33847966957232967
20,6,WML,0.5302718361424816
20,7,MKT_RF,0.219197927197084
20,7,SMB,-0.25190082137888486
20,7,HML,0.3996448791109326
20,7,WML,0.4260017900596806
20,8,MKT_RF,0.5580501548539896
20,8,SMB,-0.2530600256532908
20,8,HML,0.17719343671635163
20,8,WML,0.02085785876058658
20,9,MKT_RF,0.5850152082909857
20,9,SMB,-0.3528357605284985
20,9,HML,0.25560943601756864
20,9,WML,-0.09622002899811506
20,10,MKT_RF,0.3697092717872744
20,10,SMB,-0.04372286982909985
20,10,HML,-0.005619904305435462
20,10,WML,0.11685024822659273
20,11,MKT_RF,0.34862753869283286
20,11,SMB,-0.24933522338614736
20,11,HML,0.3870785803043019
20,11,WML,0.3317426753002983
20,12,MKT_RF,0.3308792591460425
20,12,SMB,-0.05226337347872665
20,12,HML,0.3387435190504449
20,12,WML,0.267888547768084
20,13,MKT_RF,0.4962352455682929
20,13,SMB,-0.03868210299882896
20,13,HML,0.29329255771877355
20,13,WML,0.6342323813684713
20,14,MKT_RF,0.6672545016777863
20,14,SMB,-0.13867502888359748
20,14,HML,-0.08064315657192904
20,14,WML,-0.030905638161596808
20,15,MKT_RF,0.46044832660262996
20,15,SMB,-0.2855514564680183
20,15,HML,0.4771913048342851
20,15,WML,0.1673102822455166
20,16,MKT_RF,0.42141278740484545
20,16,SMB,-0.1567308871722667
20,16,HML,0.0052251790908966825
20,16,WML,0.577194818183636
20,17,MKT_RF,0.29584920166327916
20,17,SMB,0.07949528319813853
20,17,HML,0.3828375619947312
20,17,WML,0.6967507702183052
20,18,MKT_RF,0.11555223454691824
20,18,SMB,0.1357488091086424
20,18,HML,0.12545548769199652
20,18,WML,1.031653445633683
20,19,MKT_RF,0.6581284624291254
20,19,SMB,-0.21068561092606194
20,19,HML,0.025547791925130747
20,19,WML,-0.1828792344762022
20,20,MKT_RF,0.1619879184864982
20,20,SMB,-0.11582434598141789
20,20,HML,0.4791971988855434
20,20,WML,0.9784699293889253
20,21,MKT_RF,0.46969534989136746
20,21,SMB,-0.22483238635278824
20,21,HML,0.1989110492917779
20,21,WML,0.06258033231997867
20,22,MKT_RF,0.2617275278088271
20,22,SMB,0.04975653167264006
20,22,HML,0.4729746960445298
20,22,WML,0.8047724534639226
20,23,MKT_RF,0.5853353463628264
20,23,SMB,-0.29980786826344963
20,23,HML,0.1337669703919602
20,23,WML,-0.1921444332166493
20,24,MKT_RF,0.08283274493815339
20,24,SMB,-0.02360078314255304
20,24,HML,0.7029695491030471
20,24,WML,1.124539433521877
20,25,MKT_RF,0.4179627761207947
20,25,SMB,-0.22838379798717495
20,25,HML,0.09558738221485108
20,25,WML,0.19232626348408507
20,26,MKT_RF,0.34572520588333033
20,26,SMB,-0.2871308387175741
20,26,HML,0.1001493443151658
20,26,WML,0.4782039347528106
20,27,MKT_RF,0.4943147214295675
20,27,SMB,-0.07713845539720805
20,27,HML,0.32258555124495897
20,27,WML,-0.19023480386774794
20,28,MKT_RF,0.41916174218172997
20,28,SMB,-0.2524332139011799
20,28,HML,0.11998580153419504
20,28,WML,-0.035766444735573
20,29,MKT_RF,0.6281529481665638
20,29,SMB,-0.35218026300670474
20,29,HML,-0.27986938727129224
20,29,WML,-0.2907782609051474
20,30,MKT_RF,0.5338141465083498
20,30,SMB,-0.13794848114547725
20,30,HML,-0.04037461323314772
20,30,WML,-0.06041708235337512
20,31,MKT_RF,0.5948651425326753
20,31,SMB,-0.45136335426025387
20,31,HML,0.4176822130334195
20,31,WML,0.24499033218760025
20,32,MKT_RF,0.7363363267761618
20,32,SMB,-0.38711804430451824
20,32,HML,0.38144624409868877
20,32,WML,0.14440640571675312
20,33,MKT_RF,0.3396530252821359
20,33,SMB,-0.23362139837739507
20,33,HML,0.5867590676374791
20,33,WML,0.6918929889948091
20,34,MKT_RF,0.3430561596240145
20,34,SMB,-0.3119521307593077
20,34,HML,0.35708008550120707
20,34,WML,0.47737060936173425
20,35,MKT_RF,0.37691751956614356
20,35,SMB,0.1590802255456666
20,35,HML,0.14800735054102598
20,35,WML,-0.11657286315222082
20,36,MKT_RF,0.521115956409483
20,36,SMB,0.1102102023918544
20,36,HML,0.14632327999807856
20,36,WML,-0.02567003667717009
20,37,MKT_RF,0.5246974256582412
20,37,SMB,0.010068853524447313
20,37,HML,0.10391736652863194
20,37,WML,-0.12374031053818466
20,38,MKT_RF,0.47835514842166005
20,38,SMB,-0.20053479335814567
20,38,HML,0.21398295699725584
20,38,WML,-0.02902323036304644
20,39,MKT_RF,0.2789017623700811
20,39,SMB,-0.39594321463352417
20,39,HML,0.7237968661489611
20,39,WML,0.6039343573124211
20,40,MKT_RF,0.38682031524157134
20,40,SMB,-0.0915659054032962
20,40,HML,0.6886450822703931
20,40,WML,0.2732662015848891
20,41,MKT_RF,0.7683384142137931
20,41,SMB,-0.3079746865413747
20,41,HML,0.2552402300920624
20,41,WML,0.39666894862247715
20,42,MKT_RF,-0.02099925050550421
20,42,SMB,-0.10236957490563449
20,42,HML,0.4468072144600448
20,42,WML,0.8174882684472757
20,43,MKT_RF,0.7083704119531171
20,43,SMB,-0.4266580084240366
20,43,HML,0.46070984861213454
20,43,WML,0.09613051916308009
20,44,MKT_RF,0.2976984974325979
20,44,SMB,-0.3783082224510837
20,44,HML,0.19558269221973223
20,44,WML,0.5381576990861094
20,45,MKT_RF,0.16649364155946847
20,45,SMB,-0.030271778167055684
20,45,HML,0.23925835297856493
20,45,WML,0.9193026841563884
20,46,MKT_RF,0.5017094415702589
20,46,SMB,-0.04463758779776755
20,46,HML,0.4601902399457401
20,46,WML,0.18553582596499268
20,47,MKT_RF,0.4145414767043019
20,47,SMB,-0.1027185222314571
20,47,HML,0.25730631226017836
20,47,WML,0.3329830277576269
20,48,MKT_RF,0.24319897626103293
20,48,SMB,-0.14970614208819044
20,48,HML,0.4567942084368254
20,48,WML,0.4349186089358991
20,49,MKT_RF,0.46389597382850484
20,49,SMB,0.06977960440902276
20,49,HML,0.3372676803525455
20,49,WML,-0.1495030032321505
20,50,MKT_RF,0.5818948014512524
20,50,SMB,0.13821705172509924
20,50,HML,0.43493757237613273
20,50,WML,0.0036222297833670273
20,51,MKT_RF,0.19037320583449358
20,51,SMB,0.0533021594553291
20,51,HML,0.3327076903979161
20,51,WML,0.7914534823496706
20,52,MKT_RF,0.29842725355249533
20,52,SMB,-0.3301571066196594
20,52,HML,0.18935178687753954
20,52,WML,0.30170322967239543
20,53,MKT_RF,0.3718097616133279
20,53,SMB,0.16623961988749206
20,53,HML,0.4065462181012174
20,53,WML,0.15107789701426352
20,54,MKT_RF,0.5697184949498142
20,54,SMB,-0.05931620933718453
20,54,HML,0.3349091562802954
20,54,WML,-0.2024003491810663
20,55,MKT_RF,0.4444888999364212
20,55,SMB,0.33449943900207735
20,55,HML,0.38485219490623285
20,55,WML,0.22310686960780354
20,56,MKT_RF,0.4588454901833409
20,56,SMB,-0.46800160374636174
20,56,HML,0.2412551110355385
20,56,WML,-0.03129303994306992
20,57,MKT_RF,0.4864715753232443
20,57,SMB,-0.29211583918599465
20,57,HML,0.5774730292192984
20,57,WML,0.4259659907624674
20,58,MKT_RF,0.7340879066615109
20,58,SMB,-0.21720603749349907
20,58,HML,-0.32984275729448503
20,58,WML,-0.30278787488552755
20,59,MKT_RF,0.3384051413650952
20,59,SMB,0.1683777299728905
20,59,HML,0.3803659073655764
20,59,WML,0.5791128097129421
20,60,MKT_RF,0.26971765269809655
20,60,SMB,-0.2291135764177999
20,60,HML,0.08740722721491653
20,60,WML,0.5523596504951283
20,61,MKT_RF,0.5855638701300389
20,61,SMB,-0.061091854107303514
20,61,HML,-0.08673552148560217
20,61,WML,-0.13038411766312866
20,62,MKT_RF,0.6022808322031795
20,62,SMB,-0.05852084792085576
20,62,HML,0.3142520320372959
20,62,WML,0.21024944524254544
20,63,MKT_RF,0.35632420297735246
20,63,SMB,0.05176513754917196
20,63,HML,0.567766499969536
20,63,WML,0.29473641252294747
20,64,MKT_RF,0.5544998745796618
20,64,SMB,-0.32678289182149234
20,64,HML,-0.18218565896190053
20,64,WML,0.5994750875831432
20,65,MKT_RF,0.09450962723809692
20,65,SMB,-0.21776424752215717
20,65,HML,0.4246004971957548
20,65,WML,0.9155792418488307
20,66,MKT_RF,0.6491270704708454
20,66,SMB,-0.21807143681343313
20,66,HML,0.24544020858527738
20,66,WML,-0.4018900282092963
20,67,MKT_RF,0.4572837483692616
20,67,SMB,0.016151835897388746
20,67,HML,0.3519463696232488
20,67,WML,0.08641617397024745
20,68,MKT_RF,0.6389658528004407
20,68,SMB,-0.052687836873637754
20,68,HML,0.049034210459264004
20,68,WML,0.1792927698407576
20,69,MKT_RF,0.571571960482082
20,69,SMB,-0.031095832545145245
20,69,HML,0.04598106819079671
20,69,WML,0.07652724183267506
20,70,MKT_RF,0.7588436354399107
20,70,SMB,-0.4419892610377637
20,70,HML,0.42063213144829115
20,70,WML,-0.32109207200516254
20,71,MKT_RF,0.3097065780390209
20,71,SMB,-0.11722917296775043
20,71,HML,0.26418217823645707
20,71,WML,0.27650677120285116
20,72,MKT_RF,0.5325324876445543
20,72,SMB,-0.38853383781656736
20,72,HML,0.7236860581491223
20,72,WML,-0.24477587025113376
20,73,MKT_RF,0.24003446657600847
20,73,SMB,-0.0419147489664372
20,73,HML,0.5911282415191516
20,73,WML,0.2701270045292356
20,74,MKT_RF,0.2811953997092746
20,74,SMB,-0.006107724891253674
20,74,HML,0.4365051898215952
20,74,WML,0.7284845341941012
20,75,MKT_RF,0.5796240073165833
20,75,SMB,-0.40322269499611735
20,75,HML,0.1663755081557714
20,75,WML,-0.12941054615951847
20,76,MKT_RF,0.40531351153178213
20,76,SMB,0.08508921762444992
20,76,HML,0.11593478467645538
20,76,WML,0.7270534867706216
20,77,MKT_RF,0.49909430755902573
20,77,SMB,0.09781649505252962
20,77,HML,0.4168928997096557
20,77,WML,0.2426398381671432
20,78,MKT_RF,0.5511530079670373
20,78,SMB,-0.3609280298158874
20,78,HML,0.1114368948034231
20,78,WML,-0.11872339117797732
20,79,MKT_RF,0.3225309846670833
20,79,SMB,-0.39048809882511104
20,79,HML,0.29458995162613544
20,79,WML,0.6223920577051145
20,80,MKT_RF,0.0007298981440941039
20,80,SMB,-0.016830605294994135
20,80,HML,0.7854199391621
20,80,WML,1.1083603224487537
20,81,MKT_RF,0.4998646126999551
20,81,SMB,0.13827333822030272
20,81,HML,0.766354459313971
20,81,WML,-0.1216072631961316
20,82,MKT_RF,0.48979701207557536
20,82,SMB,-0.19312986342122587
20,82,HML,0.03331084042235319
20,82,WML,0.27188800480213166
20,83,MKT_RF,0.33604752754040806
20,83,SMB,0.20659364919445292
20,83,HML,0.7440619288326189
20,83,WML,0.4694900366845108
20,84,MKT_RF,0.17911144663016892
20,84,SMB,-0.03383869685396012
20,84,HML,0.3820681259450216
20,84,WML,0.349725983991954
20,85,MKT_RF,0.5666479073776595
20,85,SMB,-0.349342886782525
20,85,HML,0.3324762226010153
20,85,WML,0.11465735508599342
20,86,MKT_RF,0.2775949009916017
20,86,SMB,0.14322292972961306
20,86,HML,0.26679335771130586
20,86,WML,0.6324800731476514
20,87,MKT_RF,0.35863738560641234
20,87,SMB,-0.642549860169465
20,87,HML,0.2269631662267411
20,87,WML,0.9931263964716536
20,88,MKT_RF,0.6946261147858044
20,88,SMB,0.06564809451031353
20,88,HML,0.07404534405867919
20,88,WML,0.14054833497140776
20,89,MKT_RF,0.2679139616675145
20,89,SMB,-0.5408494767548326
20,89,HML,0.05409983547222273
20,89,WML,0.8968149608060859
20,90,MKT_RF,0.308337277395408
20,90,SMB,0.26494064832026687
20,90,HML,-0.11461771333266957
20,90,WML,0.586910534970532
20,91,MKT_RF,0.3945238297934437
20,91,SMB,-0.46460218619368804
20,91,HML,0.3649088266130361
20,91,WML,0.2660174607581284
20,92,MKT_RF,0.5090028108664373
20,92,SMB,-0.18373842412646504
20,92,HML,0.5911797827414256
20,92,WML,0.466819237709512
20,93,MKT_RF,0.6561144788593546
20,93,SMB,-0.09472352986125282
20,93,HML,0.1809374124946538
20,93,WML,0.0017741724755648807
20,94,MKT_RF,0.558837156173436
20,94,SMB,-0.23071600590372168
20,94,HML,0.3386873467680362
20,94,WML,0.1722570123587289
20,95,MKT_RF,0.5158276669892299
20,95,SMB,-0.5150294005340341
20,95,HML,0.4697652305015577
20,95,WML,-0.27999331547987455
20,96,MKT_RF,0.6143890689561607
20,96,SMB,-0.17604726814174465
20,96,HML,0.32871844171598985
20,96,WML,0.004671945248808078
20,97,MKT_RF,0.12905823534893796
20,97,SMB,-0.005696768173040593
20,97,HML,0.16944787537505568
20,97,WML,0.6850230535057636
20,98,MKT_RF,0.5292926086056883
20,98,SMB,-0.1835912530783162
20,98,HML,0.2978288886987217
20,98,WML,-0.17533928932835324
20,99,MKT_RF,0.3589713119657383
20,99,SMB,-0.5603205124440637
20,99,HML,0.4904079366238271
20,99,WML,0.31535937155557514
20,100,MKT_RF,0.597653249568643
20,100,SMB,-0.13767845955597738
20,100,HML,0.12017963119132903
20,100,WML,-0.2610931443017973
20,101,MKT_RF,0.5375362544506664
20,101,SMB,-0.027812856889219556
20,101,HML,-0.004823075190348013
20,101,WML,0.10959117653405286
20,102,MKT_RF,0.5090187481905737
20,102,SMB,-0.13319514859309492
20,102,HML,0.3760778277933924
20,102,WML,0.2739147012837166
20,103,MKT_RF,0.5476719618783599
20,103,SMB,-0.1601633955649281
20,103,HML,0.17673771577219652
20,103,WML,0.22569189162912986
20,104,MKT_RF,0.36155198758628376
20,104,SMB,-0.45263883218838136
20,104,HML,0.19891614296238014
20,104,WML,0.22011496966010682
20,105,MKT_RF,0.46468933220930986
20,105,SMB,-0.038202164598939055
20,105,HML,0.5481247652557114
20,105,WML,0.2949060111742888
20,106,MKT_RF,0.4701471013035637
20,106,SMB,-0.11749023067435314
20,106,HML,0.12010741113073989
20,106,WML,0.24432814057406796
20,107,MKT_RF,0.5847802738589247
20,107,SMB,-0.2455214847812779
20,107,HML,0.2823733686020146
20,107,WML,-0.25142032699472766
20,108,MKT_RF,0.1149022392939443
20,108,SMB,-0.18616024175063361
20,108,HML,0.8840157144728941
20,108,WML,1.1391132660023626
20,109,MKT_RF,0.6780236475449788
20,109,SMB,0.02880713340842523
20,109,HML,0.04007776729328902
20,109,WML,0.1326962018537663
20,110,MKT_RF,0.6649668897453027
20,110,SMB,-0.04202277375448853
20,110,HML,0.5097156010596159
20,110,WML,-0.3172812593616884
20,111,MKT_RF,0.4770344625740046
20,111,SMB,-0.24136738038753305
20,111,HML,0.004412595689877001
20,111,WML,0.029627482430515207
20,112,MKT_RF,0.28699023876550456
20,112,SMB,-0.2503901266637252
20,112,HML,0.4587555594623617
20,112,WML,0.5563837559800457
20,113,MKT_RF,0.5611681203329312
20,113,SMB,-0.5562160487641832
20,113,HML,0.7987317614517482
20,113,WML,0.3990565510689504
20,114,MKT_RF,0.5459384876577869
20,114,SMB,-0.12821848918986536
20,114,HML,0.4129372602067016
20,114,WML,-0.09792444559152123
20,115,MKT_RF,0.40123523839802067
20,115,SMB,0.181928179589586
20,115,HML,0.5825904529975018
20,115,WML,-0.0627628501705607
20,116,MKT_RF,0.4785555572574974
20,116,SMB,-0.301527508361459
20,116,HML,0.29308385435738676
20,116,WML,0.24431032833608304
20,117,MKT_RF,0.36700058911820155
20,117,SMB,0.05455190444284932
20,117,HML,0.2025301250817478
20,117,WML,0.31313059282045624
20,118,MKT_RF,0.6074172255783619
20,118,SMB,-0.21536387909518614
20,118,HML,0.20731216979175643
20,118,WML,-0.009252341119371352
20,119,MKT_RF,0.6301286148614764
20,119,SMB,0.17897559361288906
20,119,HML,0.08047359725428559
20,119,WML,-0.27058746513934917
20,120,MKT_RF,0.3286568988110759
20,120,SMB,-0.27685827381468175
20,120,HML,0.3172573268171959
20,120,WML,0.18788883659371755
20,121,MKT_RF,0.3358205284803195
20,121,SMB,-0.20354351982749883
20,121,HML,0.4023188569869439
20,121,WML,-0.00778749414057313
20,122,MKT_RF,0.645486754471138
20,122,SMB,0.04890450543150246
20,122,HML,0.16130415357167985
20,122,WML,-0.33565080389351765
20,123,MKT_RF,0.22375427034057754
20,123,SMB,-0.24874279284543252
20,123,HML,0.3805549735165715
20,123,WML,0.9962277625234758
20,124,MKT_RF,0.6572574218086775
20,124,SMB,-0.15483150694408787
20,124,HML,-0.07241317073597489
20,124,WML,0.17287511946488474
20,125,MKT_RF,0.5726890893735365
20,125,SMB,-0.09381310294978434
20,125,HML,0.4048512385874808
20,125,WML,-0.0031948973777971143
20,126,MKT_RF,0.7410325334279638
20,126,SMB,-0.47482784727722477
20,126,HML,-0.027662478004959686
20,126,WML,-0.411289729424623
20,127,MKT_RF,0.33955163236268543
20,127,SMB,-0.3128685416362722
20,127,HML,0.5015573126689042
20,127,WML,0.04523442771752549
20,128,MKT_RF,0.48106267530496577
20,128,SMB,-0.00027026566863440755
20,128,HML,0.47348134061249886
20,128,WML,-0.019786235647029412
20,129,MKT_RF,0.6882118257285111
20,129,SMB,-0.2995375916776813
20,129,HML,0.5982493989326984
20,129,WML,-0.3898345947641699
20,130,MKT_RF,0.3762961036928368
20,130,SMB,-0.21817168128028325
20,130,HML,0.2645893049997728
20,130,WML,-0.0509271527370253
20,131,MKT_RF,0.557908405147694
20,131,SMB,-0.3351148146478683
20,131,HML,0.02512230926332374
20,131,WML,0.019498935398385778
20,132,MKT_RF,0.2626276907721658
20,132,SMB,-0.6385555938722923
20,132,HML,0.08186243811563688
20,132,WML,0.21146544530938655
20,133,MKT_RF,0.3410964125038755
20,133,SMB,0.19863226289816302
20,133,HML,0.35836302984312535
20,133,WML,0.3944302751493225
20,134,MKT_RF,0.23034405966259383
20,134,SMB,-0.31378682892092735
20,134,HML,-0.06104314259331866
20,134,WML,0.6462269230418998
20,135,MKT_RF,0.34002945718563476
20,135,SMB,-0.4841369834330359
20,135,HML,0.3601181606382827
20,135,WML,0.20339257835755087
20,136,MKT_RF,0.5155862418258826
20,136,SMB,-0.41927029474334504
20,136,HML,0.4378518789146931
20,136,WML,0.10600825510060506
20,137,MKT_RF,0.3076195539414284
20,137,SMB,-0.021730940168998725
20,137,HML,0.1097628112850198
20,137,WML,0.47007203347749565
20,138,MKT_RF,0.45879523235513087
20,138,SMB,-0.1312129047450226
20,138,HML,0.5477253157942473
20,138,WML,-0.0677555135630733
20,139,MKT_RF,0.4221588162798938
20,139,SMB,-0.34936700176158486
20,139,HML,0.49932110793669526
20,139,WML,0.7966165754263567
20,140,MKT_RF,0.2664495830779976
20,140,SMB,-0.2401616390246272
20,140,HML,0.4053884304298787
20,140,WML,0.41030824681581934
20,141,MKT_RF,0.7111339293032999
20,141,SMB,-0.4489506425586337
20,141,HML,0.548965418638439
20,141,WML,-0.33326939056602883
20,142,MKT_RF,0.546750944170413
20,142,SMB,-0.304340896147347
20,142,HML,0.3178633359504355
20,142,WML,0.08553559902711289
20,143,MKT_RF,0.03626477683301593
20,143,SMB,0.19541651341472213
20,143,HML,0.560048276928288
20,143,WML,1.0084160049233852
20,144,MKT_RF,0.34949940452574446
20,144,SMB,-0.0018439223647042527
20,144,HML,0.4395744812352524
20,144,WML,0.23381696736993154
20,145,MKT_RF,0.4391574949204749
20,145,SMB,-0.18008348607589697
20,145,HML,0.2788812366415429
20,145,WML,0.8816085228517947
20,146,MKT_RF,0.4477207672686827
20,146,SMB,-0.09730985889785704
20,146,HML,0.15367019667294585
20,146,WML,0.041143728832960275
20,147,MKT_RF,0.16631033027208428
20,147,SMB,0.2824588978308358
20,147,HML,0.3096619538071937
20,147,WML,0.9877304265809383
20,148,MKT_RF,0.46256893051515335
20,148,SMB,-0.16555979816567387
20,148,HML,0.4146209203428106
20,148,WML,0.06939095520024133
20,149,MKT_RF,0.4543584777154895
20,149,SMB,-0.01873087294006909
20,149,HML,0.3633098280622513
20,149,WML,0.04576886546984218
20,150,MKT_RF,0.46434775917456367
20,150,SMB,-0.3034132784834802
20,150,HML,0.10251869178070189
20,150,WML,-0.026172055536159523
20,151,MKT_RF,0.45049625796406234
20,151,SMB,-0.014678127539482343
20,151,HML,0.08592954099536579
20,151,WML,0.5447962744471626
20,152,MKT_RF,0.24241108091451308
20,152,SMB,0.21722612241577777
20,152,HML,0.3092257783938208
20,152,WML,0.6753763099562066
20,153,MKT_RF,0.3120231955875607
20,153,SMB,-0.025118812008157396
20,153,HML,0.8329197095662378
20,153,WML,0.47217384396009526
20,154,MKT_RF,0.33969353646133765
20,154,SMB,-0.18113883325861152
20,154,HML,0.008228693885230306
20,154,WML,0.09968094627126209
